Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
19,2020-05-08,Skeleton,74.0,castle,assault,brute force,dusk,bones
6053,2021-02-14,Witch,54.0,forest,arson,brute force,dusk,cloak
3732,2023-10-17,Zombie,87.0,swamp,kidnapping,axe,dusk,blood
5001,2022-12-11,Werewolf,57.0,forest,vandalism,knife,night,fur
8067,2020-12-30,Ghost,94.0,village,vandalism,pistol,Dusk,cloak
7734,2020-08-04,Vampire,2.0,castle,nightly disturbance,pistol,night,cloak
5694,2021-12-09,Zombie,21.0,mountain,kidnapping,brute force,day,potions
1247,2021-04-26,Ghost,85.0,castle,vandalism,pistol,NIGHT,cloak
7065,2023-07-11,Ghost,60.0,castle,nightly disturbance,knife,night,cloak
130,2022-01-28,Witch,3.0,forest,arson,axe,day,bones
6919,2022-07-16,Zombie,50.0,swamp,kidnapping,N/A,night,fur
7640,2023-11-28,Witch,42.0,village,arson,knife,dusk,cloak
2889,2023-03-25,Skeleton,61.0,mountain,arson,N/A,day,BONES
7023,2020-07-31,Vampire,74.0,forest,theft,axe,night,cloak
5052,2019-12-29,Werewolf,49.0,mountain,assault,N/A,day,teeth
6918,2023-12-07,Ghost,81.0,castle,nightly disturbance,brute force,night,cloak
1478,2022-10-11,Witch,87.0,village,kidnapping,pistol,day,bones
7780,2023-09-20,Witch,98.0,village,arson,N/A,night,Cloak
7360,2020-03-16,Zombie,2.0,village,murder,N/A,dawn,teeth
9230,2023-06-21,Zombie,46.0,swamp,kidnapping,pistol,day,bones
1813,2024-08-22,Ghost,12.0,castle,vandalism,knife,dusk,potions
2017,2024-01-05,Werewolf,35.0,forest,assault,pistol,night,teeth
5393,2024-03-24,Zombie,52.0,forest,kidnapping,axe,dusk,fur
8466,2022-08-21,Skeleton,95.0,mountain,assault,pistol,dawn,bones
4703,2020-04-08,Witch,4.0,village,arson,pistol,day,bones
5891,2020-12-11,Werewolf,1.0,mountain,nightly disturbance,pistol,night,teeth
7342,2023-09-20,Werewolf,91.0,forest,kidnapping,pistol,night,teeth
6329,2022-12-06,Vampire,34.0,castle,murder,knife,night,cloak
8030,2021-08-20,Werewolf,9.0,forest,nightly disturbance,brute force,night,teeth
1967,2022-07-13,Werewolf,60.0,forest,assault,axe,night,fur
4945,2020-03-30,Ghost,62.0,village,nightly disturbance,knife,night,potions
5062,2022-04-30,Zombie,96.0,mountain,kidnapping,knife,night,potions
5218,2022-07-23,Zombie,72.0,village,kidnapping,brute force,dusk,potions
2021,2022-03-07,Skeleton,12.0,castle,assault,knife,dusk,bones
6151,2019-11-24,Ghost,76.0,castle,nightly disturbance,knife,night,potions
8526,2020-09-17,Skeleton,16.0,castle,arson,N/A,day,bones
1181,2023-03-24,Werewolf,55.0,mountain,assault,knife,night,teeth
5371,2020-02-18,Vampire,87.0,castle,assault,axe,night,cloak
4507,2022-03-24,Zombie,12.0,mountain,assault,knife,dawn,blood
6770,2020-02-18,Werewolf,77.0,forest,assault,N/A,night,fur
7982,2021-05-15,Vampire,57.0,castle,assault,N/A,night,cloak
3777,2021-10-24,Ghost,73.0,village,theft,N/A,night,potions
6760,2023-04-15,Vampire,60.0,village,nightly disturbance,brute force,night,teeth
2273,2022-12-15,Witch,9.0,village,theft,knife,night,teeth
8143,2024-07-25,Zombie,96.0,mountain,kidnapping,N/A,dawn,blood
3682,2020-12-04,Ghost,5.0,village,theft,axe,night,potions
4259,2021-07-16,Zombie,72.0,swamp,kidnapping,axe,day,potions
2867,2022-11-20,Witch,83.0,village,arson,N/A,dawn,cloak
3793,2020-04-12,Werewolf,29.0,mountain,assault,N/A,Night,potions
1236,2023-05-02,Witch,24.0,village,arson,knife,day,cloak
3820,2022-10-15,Vampire,61.0,castle,assault,axe,dusk,cloak
9442,2020-08-15,Zombie,55.0,swamp,kidnapping,pistol,day,blood
7764,2023-12-17,Ghost,85.0,castle,vandalism,knife,dawn,potions
2785,2021-08-09,Skeleton,7.0,castle,assault,N/A,day,bones
7423,2023-04-09,Skeleton,58.0,forest,arson,brute force,day,bones
1076,2022-05-04,Werewolf,82.0,mountain,assault,knife,dusk,fur
7416,2024-03-12,Skeleton,80.0,mountain,arson,brute force,dusk,bones
1850,2022-08-26,Witch,75.0,village,arson,knife,dawn,cloak
5549,2021-02-27,Werewolf,26.0,forest,kidnapping,knife,night,teeth
5984,2023-10-06,Skeleton,86.0,castle,vandalism,axe,dusk,bones
6067,2023-08-16,Skeleton,66.0,mountain,vandalism,knife,night,bones
5044,2022-05-31,Werewolf,89.0,forest,assault,pistol,night,blood
9437,2020-06-17,Skeleton,57.0,mountain,arson,N/A,dusk,bones
3010,2020-08-05,Skeleton,36.0,mountain,arson,axe,dawn,bones
6464,2024-03-23,Werewolf,55.0,village,assault,N/A,night,potions
1771,2023-06-11,Skeleton,4.0,castle,nightly disturbance,axe,night,cloak
176,2023-03-03,Zombie,96.0,forest,kidnapping,N/A,day,blood
7262,2020-10-22,Witch,71.0,forest,arson,N/A,dusk,bones
9039,2019-12-20,Witch,61.0,swamp,kidnapping,N/A,night,potions
1932,2020-05-07,Werewolf,81.0,VILLAGE,KIDNAPPING,N/A,night,potions
2267,2024-04-02,Ghost,45.0,village,nightly disturbance,N/A,night,cloak
4627,2023-09-13,Vampire,79.0,castle,nightly disturbance,knife,night,blood
7816,2020-07-12,Vampire,98.0,village,assault,N/A,night,blood
2737,2022-11-29,Zombie,47.0,swamp,kidnapping,brute force,day,blood
9663,2019-12-17,Ghost,2.0,village,nightly disturbance,brute force,night,cloak
5382,2020-05-15,Skeleton,39.0,castle,arson,pistol,dusk,cloak
5296,2024-10-14,Ghost,51.0,castle,theft,knife,night,potions
3841,2019-12-01,Vampire,10.0,castle,nightly disturbance,N/A,night,teeth
7404,2021-03-08,werewolf,71.0,forest,assault,pistol,night,teeth
3431,2022-02-13,GHOST,30.0,village,vandalism,N/A,night,Cloak
9897,2020-10-13,Vampire,31.0,village,assault,knife,night,teeth
3304,2021-04-16,Zombie,81.0,village,Kidnapping,pistol,day,blood
9006,2020-06-25,Skeleton,35.0,mountain,assault,N/A,day,cloak
2181,2023-08-24,Ghost,51.0,castle,vandalism,N/A,dusk,cloak
2007,2020-08-18,Werewolf,98.0,forest,assault,brute force,night,fur
4477,2022-08-08,Witch,59.0,village,arson,knife,day,potions
5699,2021-01-18,Vampire,21.0,Forest,nightly disturbance,pistol,night,blood
6285,2020-01-31,Zombie,20.0,village,murder,axe,dusk,bones
9295,2020-03-03,Skeleton,73.0,mountain,NIGHTLY DISTURBANCE,pistol,night,bones
1761,2021-11-26,Werewolf,33.0,village,kidnapping,knife,night,teeth
5936,2021-11-03,Zombie,48.0,forest,assault,brute force,dawn,bones
6009,2021-05-30,Werewolf,87.0,forest,assault,pistol,dusk,teeth
1209,2020-09-15,Zombie,81.0,swamp,assault,axe,dawn,fur
3439,2022-03-08,Ghost,26.0,castle,vandalism,knife,night,potions
5652,2020-05-02,Ghost,69.0,village,nightly disturbance,N/A,NIGHT,potions
6379,2023-12-17,Skeleton,27.0,swamp,arson,N/A,day,cloak
8578,2022-08-23,Werewolf,25.0,forest,assault,pistol,night,fur
6550,2023-10-18,Ghost,80.0,village,vandalism,brute force,night,potions
7488,2023-04-07,Witch,45.0,village,arson,axe,dawn,potions
727,2021-07-26,Werewolf,52.0,swamp,assault,brute force,night,teeth
3789,2021-07-05,Werewolf,91.0,swamp,assault,knife,dusk,fur
3449,2023-07-16,Vampire,66.0,castle,nightly disturbance,N/A,night,blood
5360,2021-05-28,Witch,76.0,mountain,arson,N/A,night,cloak
9223,2022-02-06,Zombie,90.0,mountain,assault,knife,Night,potions
3815,2024-03-23,Vampire,63.0,village,assault,axe,dusk,cloak
1965,2020-09-10,Vampire,56.0,village,assault,brute force,night,teeth
8570,2023-09-06,Ghost,52.0,castle,theft,axe,night,cloak
4550,2019-11-18,Witch,69.0,forest,arson,axe,day,potions
776,2024-04-27,Witch,77.0,swamp,kidnapping,knife,day,potions
2550,2020-07-29,Skeleton,29.0,castle,vandalism,pistol,dawn,bones
3175,2020-12-16,Ghost,69.0,village,nightly disturbance,axe,night,cloak
6077,2019-11-18,Werewolf,85.0,forest,nightly disturbance,N/A,night,teeth
6705,2022-01-16,Skeleton,85.0,castle,nightly disturbance,axe,night,bones
9024,2024-06-23,Skeleton,95.0,mountain,vandalism,brute force,day,bones
302,2020-07-26,Zombie,67.0,swamp,murder,knife,day,teeth
7573,2023-08-21,Zombie,72.0,swamp,kidnapping,knife,night,blood
4272,2022-03-14,Witch,4.0,village,kidnapping,N/A,dawn,cloak
9313,2022-01-05,Skeleton,42.0,forest,assault,N/A,day,cloak
7942,2024-04-06,Zombie,35.0,swamp,murder,axe,dusk,blood
1370,2023-03-29,Vampire,98.0,castle,assault,brute force,dusk,blood
6913,2022-12-31,Zombie,66.0,village,assault,knife,day,bones
2861,2023-04-17,Skeleton,31.0,forest,assault,pistol,dusk,bones
5577,2023-11-30,Skeleton,6.0,mountain,vandalism,knife,day,cloak
6685,2024-01-25,Werewolf,59.0,mountain,assault,axe,night,blood
3226,2022-10-29,Werewolf,76.0,mountain,vandalism,knife,night,fur
9141,2020-06-02,Werewolf,29.0,forest,assault,N/A,dusk,potions
3697,2022-07-26,Skeleton,26.0,mountain,arson,axe,dusk,cloak
9957,2024-10-04,Skeleton,10.0,mountain,vandalism,N/A,dusk,bones
5595,2022-09-19,Skeleton,37.0,castle,nightly disturbance,brute force,night,bones
6182,2024-07-13,Witch,99.0,village,arson,brute force,day,teeth
6976,2022-07-13,Zombie,31.0,swamp,kidnapping,knife,night,bones
7546,2022-01-22,Skeleton,77.0,mountain,vandalism,knife,dusk,cloak
6793,2020-05-21,Werewolf,41.0,forest,assault,brute force,night,blood
5194,2023-02-12,Witch,16.0,village,kidnapping,N/A,day,cloak
8647,2021-03-16,Witch,60.0,swamp,kidnapping,knife,night,bones
1321,2023-09-19,Witch,27.0,village,arson,N/A,dusk,cloak
8041,2020-07-21,Witch,19.0,village,arson,knife,dusk,cloak
3933,2020-11-16,Witch,92.0,swamp,kidnapping,N/A,day,teeth
9404,2022-03-19,Vampire,94.0,castle,theft,pistol,night,blood
1493,2023-09-17,Vampire,87.0,castle,nightly disturbance,knife,night,blood
1061,2022-09-22,Vampire,69.0,castle,assault,axe,dawn,cloak
460,2024-10-07,Werewolf,74.0,forest,assault,brute force,night,teeth
9883,2021-03-10,Werewolf,76.0,forest,vandalism,pistol,night,fur
6654,2022-05-27,Zombie,45.0,swamp,murder,knife,day,blood
2984,2024-02-11,Vampire,59.0,forest,assault,knife,dawn,cloak
5419,2020-09-03,Werewolf,21.0,mountain,assault,N/A,night,fur
2927,2021-07-31,Vampire,68.0,mountain,assault,axe,dusk,blood
211,2024-07-18,Vampire,64.0,castle,assault,brute force,night,cloak
1735,2024-10-20,Werewolf,63.0,mountain,assault,N/A,dawn,bones
5884,2022-02-02,Witch,68.0,swamp,kidnapping,N/A,night,cloak
1918,2020-05-11,Vampire,38.0,castle,assault,Brute force,dawn,blood
7370,2022-02-20,Werewolf,56.0,village,assault,N/A,night,bones
8273,2022-01-11,Ghost,66.0,village,vandalism,brute force,night,potions
1702,2021-12-18,Zombie,59.0,mountain,assault,N/A,dusk,blood
9193,2021-04-10,Witch,89.0,village,arson,N/A,dusk,potions
7100,2022-08-25,Vampire,38.0,castle,nightly disturbance,pistol,night,blood
561,2024-01-11,Vampire,1.0,castle,nightly disturbance,knife,night,teeth
7095,2023-03-11,Witch,24.0,village,arson,N/A,night,bones
5539,2023-03-29,Werewolf,48.0,forest,nightly disturbance,pistol,night,potions
610,2024-09-03,Vampire,73.0,castle,nightly disturbance,axe,night,blood
522,2022-04-21,Vampire,22.0,castle,nightly disturbance,brute force,night,cloak
182,2019-11-22,Vampire,95.0,village,assault,brute force,night,cloak
4832,2023-08-08,Vampire,81.0,village,nightly disturbance,pistol,night,blood
4372,2024-05-16,Zombie,61.0,swamp,murder,pistol,day,potions
5696,2021-10-13,Ghost,53.0,castle,theft,knife,night,cloak
9255,2023-01-03,Zombie,23.0,forest,kidnapping,brute force,night,potions
5355,2022-12-07,Witch,50.0,forest,assault,brute force,dusk,cloak
2928,2020-11-21,Vampire,22.0,village,theft,pistol,dusk,cloak
2549,2021-09-09,Werewolf,38.0,forest,assault,N/A,night,fur
3356,2023-07-21,Zombie,59.0,swamp,vandalism,N/A,night,teeth
4370,2021-02-26,Vampire,6.0,village,assault,N/A,night,teeth
4445,2022-02-01,Ghost,62.0,village,nightly disturbance,N/A,night,potions
6744,2020-04-21,Werewolf,37.0,forest,assault,knife,night,teeth
1551,2020-10-22,Zombie,39.0,swamp,kidnapping,pistol,day,potions
6519,2021-05-23,Werewolf,20.0,swamp,assault,pistol,night,fur
4742,2023-10-18,Witch,29.0,swamp,arson,pistol,dawn,potions
8935,2024-02-16,Ghost,32.0,village,vandalism,pistol,night,cloak
5022,2023-05-12,Werewolf,70.0,forest,assault,N/A,night,fur
4128,2021-12-04,Witch,97.0,forest,arson,knife,dusk,cloak
9588,2021-12-15,Ghost,38.0,village,nightly disturbance,axe,night,potions
297,2021-05-22,Vampire,23.0,forest,murder,knife,night,blood
9053,2020-08-18,Werewolf,12.0,mountain,assault,N/A,dusk,blood
7239,2022-06-21,Skeleton,71.0,mountain,arson,knife,day,bones
7264,2022-08-07,Werewolf,14.0,forest,assault,N/A,dusk,fur
3236,2020-01-12,Werewolf,79.0,mountain,assault,knife,dusk,fur
9677,2024-08-17,Skeleton,88.0,mountain,vandalism,knife,day,cloak
24,2019-12-23,Zombie,13.0,swamp,kidnapping,brute force,night,teeth
4423,2023-10-25,Witch,65.0,village,kidnapping,pistol,dawn,bones
9626,2022-01-08,Zombie,44.0,swamp,vandalism,N/A,night,bones
8303,2024-02-06,Witch,6.0,village,kidnapping,brute force,day,teeth
4748,2021-10-09,Werewolf,36.0,forest,assault,knife,night,potions
8750,2023-12-03,Skeleton,27.0,mountain,nightly disturbance,N/A,night,bones
8800,2021-10-13,Werewolf,25.0,forest,assault,pistol,day,teeth
1744,2022-11-09,Ghost,35.0,village,arson,N/A,night,potions
3717,2020-01-07,Ghost,78.0,village,nightly disturbance,N/A,night,potions
6090,2020-05-07,Witch,96.0,village,arson,brute force,night,teeth
6542,2021-07-07,Ghost,58.0,village,nightly disturbance,brute force,night,cloak
18,2019-12-30,Werewolf,16.0,forest,assault,knife,night,potions
4939,2023-12-14,Witch,14.0,village,kidnapping,axe,dusk,bones
8080,2022-02-27,Skeleton,5.0,swamp,arson,N/A,day,cloak
3713,2022-11-13,Skeleton,68.0,mountain,vandalism,N/A,dusk,bones
8058,2023-02-19,Skeleton,96.0,castle,vandalism,brute force,day,bones
3934,2022-03-30,Vampire,20.0,castle,nightly disturbance,N/A,night,blood
3251,2020-06-05,Werewolf,1.0,forest,assault,brute force,night,potions
8154,2022-12-26,Werewolf,33.0,mountain,nightly disturbance,brute force,night,fur
3725,2019-11-12,Zombie,96.0,forest,murder,knife,day,potions
4678,2021-04-18,Skeleton,60.0,mountain,arson,axe,day,bones
4515,2024-09-23,Vampire,48.0,forest,nightly disturbance,brute force,night,blood
8175,2019-11-12,Werewolf,99.0,forest,assault,brute force,night,fur
146,2020-08-10,Ghost,56.0,village,arson,knife,night,potions
9773,2023-11-28,Skeleton,73.0,castle,vandalism,knife,day,CLOAK
4151,2022-05-19,Zombie,6.0,mountain,murder,pistol,day,potions
939,2020-07-14,Witch,4.0,village,arson,knife,dusk,Cloak
4382,2020-10-03,Zombie,54.0,forest,kidnapping,N/A,night,potions
1473,2020-05-22,Ghost,53.0,castle,nightly disturbance,pistol,night,cloak
6390,2023-08-07,Werewolf,5.0,forest,vandalism,axe,night,fur
9005,2023-03-01,Ghost,34.0,castle,nightly disturbance,axe,night,potions
437,2021-08-03,Witch,69.0,forest,arson,N/A,NIGHT,cloak
2721,2020-08-02,Skeleton,86.0,castle,arson,N/A,night,cloak
8543,2022-02-23,Vampire,60.0,castle,assault,axe,night,blood
2842,2023-03-22,Werewolf,5.0,forest,assault,brute force,night,fur
7407,2020-12-26,Ghost,97.0,castle,vandalism,N/A,night,cloak
3082,2023-10-03,Werewolf,48.0,forest,assault,pistol,day,teeth
1715,2023-04-01,Vampire,58.0,castle,nightly disturbance,N/A,night,teeth
9236,2022-01-27,Werewolf,38.0,forest,vandalism,knife,night,fur
9184,2023-10-23,Skeleton,76.0,mountain,vandalism,pistol,day,bones
273,2020-07-03,Werewolf,97.0,forest,assault,N/A,night,fur
4589,2020-09-30,Zombie,68.0,swamp,kidnapping,brute force,day,blood
2900,2024-02-03,Zombie,4.0,swamp,kidnapping,pistol,day,potions
9285,2023-09-02,Vampire,73.0,castle,assault,axe,night,blood
8998,2022-10-28,Vampire,55.0,castle,nightly disturbance,N/A,night,teeth
1385,2020-06-26,Werewolf,89.0,forest,assault,knife,night,teeth
9630,2024-01-11,Werewolf,70.0,forest,assault,axe,night,fur
7417,2020-06-04,Werewolf,94.0,forest,assault,knife,night,teeth
8741,2024-09-12,Vampire,15.0,castle,assault,axe,night,cloak
7678,2020-07-14,Zombie,51.0,swamp,kidnapping,N/A,day,blood
2385,2021-11-21,Skeleton,83.0,castle,vandalism,N/A,dusk,bones
132,2020-03-13,Zombie,71.0,swamp,kidnapping,N/A,dusk,potions
4898,2021-02-28,Werewolf,34.0,forest,vandalism,knife,night,blood
6281,2022-10-03,Witch,31.0,village,kidnapping,N/A,day,teeth
7811,2019-12-14,Witch,58.0,swamp,arson,pistol,dawn,bones
6377,2021-08-02,Skeleton,41.0,mountain,assault,knife,day,bones
4234,2021-08-01,Vampire,68.0,castle,nightly disturbance,knife,night,teeth
9709,2021-05-19,Ghost,70.0,castle,arson,N/A,dusk,potions
6703,2022-04-13,Skeleton,44.0,castle,vandalism,pistol,day,bones
3307,2022-05-01,Witch,92.0,swamp,arson,knife,day,bones
930,2024-01-21,Zombie,40.0,forest,kidnapping,knife,dusk,fur
6050,2020-05-24,Skeleton,56.0,mountain,ASSAULT,axe,day,bones
1724,2023-06-20,Werewolf,35.0,village,vandalism,brute force,Night,teeth
3541,2022-02-22,Zombie,65.0,swamp,assault,axe,night,potions
948,2024-02-16,Witch,32.0,village,arson,brute force,night,potions
160,2022-08-05,Ghost,54.0,castle,vandalism,knife,dusk,cloak
900,2020-02-09,Zombie,24.0,village,kidnapping,axe,dusk,potions
2773,2022-01-22,Zombie,9.0,village,assault,axe,night,bones
1920,2022-03-22,Vampire,71.0,castle,theft,pistol,dusk,blood
4504,2022-04-20,Witch,14.0,swamp,arson,pistol,night,bones
8928,2024-04-04,Ghost,50.0,castle,nightly disturbance,knife,night,cloak
7024,2023-05-11,Ghost,51.0,village,vandalism,axe,dawn,potions
6495,2023-06-17,Vampire,69.0,mountain,theft,pistol,night,blood
3895,2022-12-05,Zombie,64.0,mountain,kidnapping,knife,night,fur
2718,2022-07-31,Zombie,6.0,swamp,kidnapping,N/A,night,potions
7492,2022-08-16,Werewolf,21.0,village,assault,brute force,night,teeth
5236,2023-12-11,Witch,49.0,village,arson,pistol,night,bones
5441,2023-09-06,Vampire,80.0,castle,assault,pistol,dawn,cloak
7017,2021-03-12,Vampire,24.0,castle,assault,knife,night,blood
8945,2019-12-28,Zombie,71.0,village,kidnapping,brute force,dusk,bones
7137,2020-05-17,Zombie,84.0,mountain,vandalism,brute force,dusk,potions
918,2022-06-19,Zombie,6.0,swamp,kidnapping,axe,dusk,teeth
7903,2022-04-06,Vampire,34.0,village,nightly disturbance,pistol,night,blood
3103,2020-08-07,Zombie,70.0,swamp,assault,knife,dawn,bones
2875,2023-09-01,Zombie,39.0,swamp,murder,knife,night,blood
8276,2023-03-01,Skeleton,29.0,castle,vandalism,knife,night,bones
750,2022-01-25,Zombie,95.0,swamp,assault,axe,dusk,blood
4198,2019-12-28,Vampire,29.0,castle,assault,N/A,night,blood
8646,2024-09-30,Ghost,94.0,castle,vandalism,axe,dusk,cloak
4676,2020-03-16,Werewolf,99.0,forest,vandalism,knife,Night,fur
8430,2021-12-29,Ghost,24.0,village,vandalism,axe,night,cloak
805,2021-05-19,Witch,61.0,village,kidnapping,N/A,day,potions
8648,2022-09-26,Werewolf,18.0,forest,assault,pistol,night,fur
3243,2024-09-19,Witch,76.0,village,arson,brute force,night,Cloak
4162,2022-05-13,Zombie,14.0,swamp,kidnapping,knife,dusk,potions
6880,2020-08-29,Ghost,62.0,village,nightly disturbance,N/A,night,potions
992,2021-11-26,Ghost,48.0,castle,nightly disturbance,pistol,night,potions
4299,2022-08-30,Vampire,10.0,mountain,theft,knife,dawn,teeth
5272,2023-08-02,Ghost,32.0,village,nightly disturbance,N/A,night,cloak
2354,2020-11-03,Werewolf,1.0,forest,assault,pistol,night,teeth
1038,2023-04-01,Zombie,75.0,mountain,kidnapping,brute force,day,teeth
9827,2022-04-13,Skeleton,66.0,castle,assault,brute force,day,cloak
6914,2023-07-11,Witch,34.0,village,arson,N/A,day,cloak
3279,2024-04-05,Werewolf,83.0,mountain,assault,pistol,dusk,bones
9954,2024-03-09,Ghost,48.0,castle,nightly disturbance,N/A,night,cloak
7769,2021-01-23,Werewolf,81.0,swamp,assault,axe,day,bones
1668,2022-07-12,Ghost,54.0,village,Nightly disturbance,knife,night,potions
3715,2020-02-27,Witch,45.0,mountain,kidnapping,knife,day,cloak
1974,2021-11-20,Ghost,34.0,village,nightly disturbance,knife,night,cloak
969,2020-04-02,Werewolf,26.0,forest,kidnapping,brute force,night,fur
3489,2024-05-13,Skeleton,17.0,mountain,vandalism,knife,dawn,bones
7078,2021-12-27,Zombie,66.0,forest,assault,axe,dawn,potions
8403,2021-04-05,Witch,54.0,village,arson,pistol,day,potions
292,2024-08-24,Zombie,67.0,forest,kidnapping,N/A,day,bones
9115,2020-05-26,Vampire,36.0,castle,nightly disturbance,axe,night,blood
7563,2022-12-20,Vampire,23.0,castle,murder,brute force,Night,cloak
5685,2021-03-29,Vampire,10.0,castle,assault,knife,night,blood
5978,2022-04-26,Zombie,18.0,swamp,kidnapping,knife,dawn,teeth
5156,2023-10-03,Witch,50.0,swamp,kidnapping,knife,day,cloak
7775,2022-09-22,Vampire,53.0,castle,assault,pistol,dusk,blood
8822,2023-10-02,Zombie,80.0,swamp,kidnapping,N/A,day,teeth
3343,2022-07-05,Zombie,61.0,swamp,murder,pistol,dawn,potions
6473,2021-12-31,Skeleton,36.0,mountain,arson,N/A,day,bones
7998,2022-05-16,Vampire,12.0,castle,nightly disturbance,axe,night,cloak
905,2022-05-18,Werewolf,62.0,mountain,assault,knife,dusk,fur
4622,2023-03-11,ghost,27.0,castle,nightly disturbance,N/A,night,cloak
4412,2022-02-18,Zombie,79.0,mountain,assault,brute force,night,fur
6692,2021-10-31,Ghost,59.0,castle,nightly disturbance,knife,night,cloak
8316,2022-10-07,Werewolf,69.0,forest,vandalism,brute force,night,teeth
9367,2023-07-17,Vampire,36.0,mountain,nightly disturbance,brute force,night,cloak
340,2022-05-05,Skeleton,26.0,castle,assault,N/A,dusk,bones
8949,2021-09-05,Vampire,47.0,Castle,assault,N/A,night,cloak
6566,2021-01-25,Vampire,30.0,castle,assault,axe,night,teeth
5553,2021-05-02,Witch,7.0,forest,arson,axe,day,potions
9914,2021-09-19,Vampire,71.0,castle,assault,N/A,night,teeth
5509,2023-01-02,Witch,44.0,swamp,kidnapping,N/A,day,blood
3645,2021-12-17,Ghost,79.0,castle,vandalism,knife,night,cloak
