Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
1534,2021-06-09,werewolf,85.0,forest,assault,knife,dusk,fur,1534,werewolf,yes,40.0,m,175.0,62.0,1.0,silver,rats
4811,2020-06-27,zombie,21.0,swamp,assault,pistol,day,potions,4811,zombie,no,70.0,f,183.0,23.0,7.0,cat hair,lasagna
4358,2024-04-15,witch,91.0,swamp,arson,pistol,dusk,potions,4358,witch,yes,392.0,m,161.0,23.0,4.0,hazelnut,humans
3401,2020-04-14,ghost,27.0,village,vandalism,,dusk,cloak,3401,ghost,no,1926.0,m,195.0,66.0,2.0,sunlight,lasagna
6126,2021-06-16,werewolf,36.0,swamp,assault,axe,night,blood,6126,werewolf,no,100.0,m,155.0,70.0,6.0,cat hair,brain
6648,2023-06-20,skeleton,79.0,mountain,assault,axe,day,bones,6648,skeleton,no,462.0,m,175.0,28.0,10.0,silver,rats
2663,2021-06-26,ghost,49.0,castle,vandalism,axe,night,potions,2663,ghost,no,62.0,f,186.0,10.0,8.0,pumpkin,brain
7408,2024-09-27,zombie,60.0,swamp,assault,brute force,dusk,blood,7408,zombie,no,25.0,m,156.0,19.0,6.0,sunlight,pesto pasta
5692,2019-12-31,werewolf,10.0,mountain,assault,axe,night,fur,5692,werewolf,no,91.0,m,170.0,42.0,6.0,silver,pesto pasta
9260,2020-04-07,skeleton,14.0,mountain,assault,brute force,dusk,bones,9260,skeleton,no,808.0,m,195.0,31.0,8.0,silver,pesto pasta
8879,2023-04-21,zombie,17.0,swamp,kidnapping,knife,dawn,potions,8879,zombie,no,53.0,m,180.0,7.0,9.0,garlic,humans
2462,2022-02-25,ghost,84.0,village,vandalism,pistol,dusk,potions,2462,ghost,yes,2325.0,f,167.0,57.0,9.0,sunlight,pesto pasta
8362,2023-01-20,zombie,43.0,forest,kidnapping,pistol,night,blood,8362,zombie,yes,68.0,f,177.0,23.0,5.0,sunlight,rats
6827,2020-11-09,werewolf,42.0,mountain,nightly disturbance,pistol,night,potions,6827,werewolf,yes,163.0,m,166.0,87.0,6.0,sunlight,rats
6677,2024-04-30,skeleton,17.0,castle,assault,knife,dusk,bones,6677,skeleton,no,1486.0,f,182.0,6.0,9.0,silver,rats
4566,2021-11-06,witch,79.0,swamp,arson,knife,day,bones,4566,witch,yes,364.0,f,175.0,23.0,9.0,hazelnut,brain
5646,2023-12-25,skeleton,8.0,castle,vandalism,axe,dusk,cloak,5646,skeleton,no,1312.0,m,180.0,14.0,5.0,silver,brain
3582,2022-12-13,zombie,14.0,forest,vandalism,pistol,night,teeth,3582,zombie,yes,58.0,f,199.0,2.0,5.0,sunlight,humans
6025,2023-04-28,werewolf,47.0,forest,assault,brute force,night,potions,6025,werewolf,yes,26.0,m,152.0,22.0,7.0,silver,brain
6052,2022-03-09,skeleton,84.0,mountain,assault,,night,bones,6052,skeleton,no,293.0,f,159.0,37.0,9.0,silver,humans
8895,2023-07-27,werewolf,56.0,mountain,nightly disturbance,brute force,night,blood,8895,werewolf,no,94.0,f,189.0,76.0,3.0,silver,brain
5589,2023-03-30,witch,98.0,village,arson,,dawn,cloak,5589,witch,yes,421.0,m,178.0,22.0,2.0,hazelnut,pesto pasta
5501,2023-01-14,ghost,11.0,castle,vandalism,,night,potions,5501,ghost,no,4233.0,m,183.0,76.0,9.0,sunlight,lasagna
525,2020-07-23,skeleton,50.0,castle,vandalism,axe,dusk,bones,525,skeleton,yes,855.0,f,189.0,28.0,5.0,silver,pesto pasta
6172,2020-10-05,skeleton,92.0,castle,nightly disturbance,knife,night,cloak,6172,skeleton,yes,1229.0,f,183.0,3.0,8.0,silver,rats
6934,2020-01-01,witch,69.0,swamp,arson,knife,day,cloak,6934,witch,yes,728.0,m,184.0,20.0,8.0,pumpkin,pesto pasta
8037,2021-12-11,witch,26.0,swamp,arson,knife,day,potions,8037,witch,yes,479.0,m,156.0,22.0,2.0,hazelnut,humans
1430,2024-08-13,skeleton,3.0,castle,assault,,dusk,bones,1430,skeleton,no,960.0,m,155.0,35.0,3.0,silver,lasagna
4711,2023-01-06,werewolf,92.0,mountain,kidnapping,axe,night,blood,4711,werewolf,no,137.0,m,172.0,77.0,,silver,lasagna
4502,2019-11-04,skeleton,57.0,mountain,vandalism,brute force,day,bones,4502,skeleton,no,906.0,m,179.0,22.0,10.0,silver,rats
2792,2022-12-07,zombie,79.0,swamp,murder,,night,potions,2792,zombie,no,8.0,f,170.0,20.0,1.0,silver,pesto pasta
4902,2021-06-18,witch,74.0,swamp,arson,axe,day,teeth,4902,witch,no,226.0,f,150.0,17.0,3.0,hazelnut,lasagna
128,2020-01-03,witch,79.0,swamp,arson,,day,potions,128,witch,no,340.0,m,183.0,22.0,7.0,pumpkin,humans
3510,2022-10-23,ghost,29.0,mountain,nightly disturbance,pistol,night,potions,3510,ghost,no,2365.0,m,181.0,15.0,10.0,garlic,pesto pasta
8046,2022-12-17,zombie,61.0,swamp,assault,,day,teeth,8046,zombie,yes,104.0,m,197.0,13.0,1.0,garlic,brain
4354,2020-10-06,ghost,42.0,castle,arson,,dusk,cloak,4354,ghost,no,778.0,f,152.0,68.0,7.0,cat hair,brain
2466,2021-12-03,werewolf,62.0,forest,assault,axe,night,fur,2466,werewolf,yes,96.0,f,196.0,67.0,6.0,cat hair,humans
3804,2024-05-07,witch,68.0,village,arson,axe,day,bones,3804,witch,no,546.0,m,190.0,22.0,3.0,hazelnut,humans
6946,2022-11-08,witch,89.0,mountain,arson,,dusk,potions,6946,witch,no,427.0,m,192.0,13.0,2.0,hazelnut,pesto pasta
5956,2021-08-19,zombie,23.0,swamp,kidnapping,knife,dawn,fur,5956,zombie,yes,56.0,f,154.0,13.0,4.0,cat hair,pesto pasta
5900,2020-02-17,skeleton,43.0,mountain,nightly disturbance,pistol,night,bones,5900,skeleton,yes,973.0,f,166.0,13.0,9.0,hazelnut,pesto pasta
8932,2022-03-23,skeleton,55.0,castle,assault,knife,day,bones,8932,skeleton,no,1.0,f,194.0,21.0,1.0,silver,rats
9868,2022-04-10,skeleton,33.0,forest,nightly disturbance,,night,cloak,9868,skeleton,no,1094.0,m,170.0,23.0,2.0,silver,humans
1489,2020-05-22,ghost,53.0,castle,nightly disturbance,pistol,night,cloak,1489,ghost,no,1442.0,m,191.0,20.0,9.0,pumpkin,humans
4868,2021-03-21,zombie,27.0,mountain,murder,,dawn,bones,4868,zombie,yes,132.0,f,173.0,10.0,10.0,sunlight,rats
6985,2024-09-19,vampire,93.0,castle,assault,knife,dusk,blood,6985,vampire,yes,627.0,m,163.0,27.0,5.0,garlic,rats
3597,2024-03-26,ghost,80.0,castle,nightly disturbance,,night,potions,3597,ghost,no,1.0,f,152.0,31.0,3.0,hazelnut,pesto pasta
3991,2021-12-26,ghost,34.0,castle,arson,,dusk,potions,3991,ghost,no,1525.0,m,179.0,38.0,2.0,sunlight,humans
50,2021-09-18,skeleton,65.0,castle,arson,knife,day,cloak,50,skeleton,no,1775.0,m,158.0,13.0,7.0,silver,rats
5494,2024-06-01,werewolf,82.0,mountain,assault,brute force,night,bones,5494,werewolf,yes,69.0,f,151.0,79.0,5.0,silver,brain
9995,2020-10-13,vampire,31.0,village,assault,knife,night,teeth,9995,vampire,yes,624.0,m,177.0,32.0,9.0,garlic,lasagna
896,2019-12-24,werewolf,71.0,forest,assault,,night,blood,896,werewolf,no,112.0,f,151.0,39.0,4.0,hazelnut,humans
2644,2024-04-18,zombie,60.0,mountain,murder,knife,dawn,potions,2644,zombie,yes,52.0,m,169.0,19.0,7.0,cat hair,brain
524,2024-02-25,skeleton,17.0,forest,vandalism,,day,cloak,524,skeleton,no,875.0,m,155.0,44.0,2.0,pumpkin,pesto pasta
3202,2021-10-08,zombie,19.0,swamp,assault,,night,blood,3202,zombie,no,4.0,m,189.0,11.0,4.0,sunlight,rats
2981,2021-05-28,zombie,18.0,village,assault,knife,day,blood,2981,zombie,no,1.0,m,189.0,11.0,3.0,silver,rats
1439,2023-11-24,skeleton,17.0,castle,vandalism,knife,dusk,cloak,1439,skeleton,no,807.0,m,171.0,15.0,5.0,pumpkin,humans
141,2022-08-17,werewolf,45.0,forest,assault,knife,night,fur,141,werewolf,yes,104.0,m,182.0,49.0,6.0,cat hair,brain
1946,2021-12-04,zombie,63.0,swamp,kidnapping,brute force,night,teeth,1946,zombie,yes,99.0,f,194.0,19.0,5.0,garlic,pesto pasta
2406,2021-03-02,ghost,43.0,castle,theft,knife,dawn,potions,2406,ghost,yes,1435.0,f,170.0,46.0,3.0,pumpkin,pesto pasta
3232,2021-09-05,ghost,72.0,village,vandalism,,night,potions,3232,ghost,no,2036.0,f,152.0,77.0,2.0,sunlight,lasagna
5181,2024-05-27,zombie,64.0,forest,kidnapping,brute force,night,blood,5181,zombie,yes,134.0,m,170.0,17.0,7.0,pumpkin,humans
113,2022-06-02,witch,21.0,village,arson,brute force,day,teeth,113,witch,yes,107.0,f,167.0,15.0,7.0,hazelnut,pesto pasta
4605,2020-07-26,werewolf,94.0,mountain,assault,axe,night,blood,4605,werewolf,yes,89.0,m,166.0,60.0,7.0,garlic,rats
4641,2024-01-09,zombie,87.0,forest,assault,,night,teeth,4641,zombie,yes,125.0,f,163.0,12.0,7.0,garlic,lasagna
8074,2021-11-19,vampire,27.0,forest,theft,brute force,dawn,blood,8074,vampire,no,603.0,m,185.0,42.0,5.0,silver,rats
3285,2023-03-17,werewolf,58.0,forest,assault,axe,night,teeth,3285,werewolf,yes,79.0,f,174.0,73.0,6.0,hazelnut,brain
4737,2022-02-26,vampire,50.0,castle,assault,brute force,dusk,blood,4737,vampire,yes,831.0,f,161.0,45.0,4.0,sunlight,lasagna
8195,2022-02-26,werewolf,1.0,forest,kidnapping,pistol,dusk,blood,8195,werewolf,no,133.0,f,175.0,95.0,7.0,silver,brain
7844,2024-06-21,werewolf,21.0,mountain,assault,,night,blood,7844,werewolf,no,30.0,f,175.0,44.0,4.0,hazelnut,brain
4592,2021-02-04,ghost,74.0,castle,vandalism,axe,night,cloak,4592,ghost,no,1.0,m,199.0,64.0,9.0,garlic,lasagna
7155,2024-08-24,werewolf,58.0,mountain,assault,,night,blood,7155,werewolf,yes,89.0,m,189.0,83.0,6.0,cat hair,rats
3312,2023-12-16,skeleton,99.0,mountain,vandalism,knife,day,cloak,3312,skeleton,no,1468.0,m,169.0,9.0,8.0,silver,rats
7615,2022-12-24,zombie,30.0,village,murder,brute force,dusk,fur,7615,zombie,yes,118.0,f,153.0,18.0,3.0,silver,humans
6659,2020-01-19,vampire,16.0,village,assault,pistol,night,blood,6659,vampire,yes,665.0,m,160.0,69.0,6.0,sunlight,pesto pasta
4109,2021-03-30,zombie,21.0,forest,assault,,night,fur,4109,zombie,no,82.0,m,164.0,13.0,1.0,sunlight,brain
4453,2020-05-12,werewolf,49.0,forest,nightly disturbance,,night,teeth,4453,werewolf,yes,91.0,f,155.0,50.0,9.0,garlic,pesto pasta
8732,2024-09-30,werewolf,99.0,forest,vandalism,axe,night,bones,8732,werewolf,yes,64.0,m,151.0,72.0,7.0,silver,brain
8675,2022-08-01,skeleton,71.0,mountain,nightly disturbance,axe,night,cloak,8675,skeleton,no,653.0,f,192.0,22.0,6.0,hazelnut,rats
7457,2024-06-06,ghost,7.0,village,vandalism,axe,night,cloak,7457,ghost,no,2855.0,f,193.0,46.0,7.0,silver,pesto pasta
3257,2020-04-30,zombie,46.0,mountain,murder,knife,dawn,teeth,3257,zombie,yes,84.0,f,165.0,12.0,2.0,garlic,brain
8294,2023-01-07,zombie,56.0,swamp,kidnapping,knife,night,blood,8294,zombie,no,104.0,f,188.0,11.0,1.0,sunlight,lasagna
458,2023-04-24,werewolf,47.0,mountain,assault,axe,night,fur,458,werewolf,no,23.0,f,184.0,47.0,7.0,hazelnut,brain
3770,2020-03-17,vampire,54.0,castle,assault,knife,night,teeth,3770,vampire,no,483.0,f,155.0,28.0,1.0,sunlight,lasagna
9043,2022-07-07,ghost,90.0,castle,nightly disturbance,,night,potions,9043,ghost,yes,1249.0,m,189.0,30.0,10.0,sunlight,pesto pasta
5033,2023-10-25,witch,44.0,village,arson,,day,cloak,5033,witch,no,373.0,f,191.0,24.0,1.0,pumpkin,humans
3700,2021-08-15,zombie,87.0,swamp,murder,knife,dawn,blood,3700,zombie,yes,110.0,f,187.0,21.0,6.0,cat hair,lasagna
2794,2021-11-23,zombie,87.0,swamp,assault,brute force,night,potions,2794,zombie,no,50.0,m,179.0,18.0,5.0,cat hair,rats
666,2021-11-13,skeleton,13.0,castle,arson,,day,bones,666,skeleton,no,942.0,m,194.0,22.0,1.0,silver,brain
7754,2020-07-14,zombie,51.0,swamp,kidnapping,,day,blood,7754,zombie,yes,106.0,m,163.0,11.0,2.0,silver,brain
7752,2022-04-24,skeleton,35.0,castle,nightly disturbance,,night,bones,7752,skeleton,no,634.0,m,199.0,7.0,1.0,silver,lasagna
4667,2022-12-06,skeleton,27.0,mountain,nightly disturbance,axe,night,bones,4667,skeleton,no,731.0,f,175.0,32.0,6.0,silver,pesto pasta
1009,2022-03-08,zombie,77.0,swamp,kidnapping,pistol,night,fur,1009,zombie,yes,123.0,m,175.0,11.0,5.0,sunlight,lasagna
394,2020-09-11,ghost,17.0,castle,nightly disturbance,,night,cloak,394,ghost,no,1039.0,f,152.0,48.0,1.0,sunlight,humans
3442,2022-06-02,witch,53.0,village,kidnapping,,day,potions,3442,witch,no,235.0,m,190.0,24.0,1.0,hazelnut,pesto pasta
1492,2022-04-18,vampire,32.0,castle,nightly disturbance,,night,cloak,1492,vampire,no,597.0,m,157.0,30.0,5.0,sunlight,rats
2267,2024-05-16,werewolf,38.0,village,assault,,night,fur,2267,werewolf,yes,1.0,m,155.0,19.0,6.0,cat hair,lasagna
2414,2023-08-19,werewolf,62.0,mountain,assault,pistol,night,blood,2414,werewolf,yes,55.0,m,171.0,69.0,6.0,silver,pesto pasta
9231,2023-08-13,werewolf,21.0,swamp,nightly disturbance,n/a,night,teeth,9231,werewolf,no,91.0,m,170.0,49.0,7.0,silver,pesto pasta
1002,2021-11-26,ghost,48.0,castle,nightly disturbance,pistol,night,potions,1002,ghost,yes,2612.0,m,186.0,31.0,8.0,cat hair,humans
5044,2020-01-01,vampire,55.0,castle,murder,knife,night,blood,5044,vampire,no,547.0,f,169.0,50.0,5.0,garlic,brain
3962,2020-06-04,witch,97.0,village,arson,brute force,day,potions,3962,witch,no,209.0,m,174.0,13.0,3.0,hazelnut,lasagna
3004,2022-01-27,ghost,42.0,village,vandalism,knife,dusk,potions,3004,ghost,yes,1404.0,m,178.0,17.0,1.0,hazelnut,brain
3421,2022-09-29,zombie,58.0,swamp,assault,pistol,dusk,bones,3421,zombie,no,6.0,m,151.0,13.0,4.0,garlic,humans
7962,2024-01-02,zombie,27.0,mountain,assault,,night,bones,7962,zombie,no,39.0,m,165.0,12.0,4.0,pumpkin,lasagna
8902,2020-02-07,ghost,1.0,castle,nightly disturbance,pistol,night,potions,8902,ghost,yes,1096.0,f,184.0,100.0,3.0,sunlight,rats
4816,2022-03-27,zombie,39.0,forest,kidnapping,knife,night,potions,4816,zombie,yes,97.0,m,155.0,13.0,8.0,silver,humans
1308,2023-01-22,witch,86.0,village,arson,pistol,dusk,bones,1308,witch,no,351.0,m,165.0,20.0,4.0,hazelnut,humans
1844,2020-07-25,vampire,74.0,castle,murder,brute force,night,blood,1844,vampire,no,864.0,m,171.0,30.0,6.0,sunlight,pesto pasta
2905,2024-05-04,ghost,95.0,castle,vandalism,axe,dusk,cloak,2905,ghost,yes,1027.0,m,172.0,67.0,9.0,garlic,lasagna
4215,2023-06-18,ghost,27.0,castle,vandalism,knife,night,cloak,4215,ghost,yes,1889.0,m,161.0,68.0,1.0,hazelnut,humans
2563,2019-12-02,zombie,72.0,swamp,assault,knife,night,teeth,2563,zombie,yes,70.0,m,193.0,9.0,6.0,cat hair,humans
9223,2024-10-30,witch,70.0,swamp,kidnapping,axe,day,bones,9223,witch,no,289.0,m,197.0,19.0,4.0,hazelnut,lasagna
1929,2022-03-28,skeleton,32.0,mountain,arson,pistol,dusk,bones,1929,skeleton,yes,910.0,f,168.0,8.0,5.0,pumpkin,pesto pasta
43,2023-09-28,ghost,72.0,mountain,vandalism,,dawn,cloak,43,ghost,yes,1603.0,f,183.0,100.0,1.0,sunlight,lasagna
9586,2023-03-06,ghost,30.0,village,theft,brute force,night,cloak,9586,ghost,yes,1234.0,f,161.0,56.0,10.0,pumpkin,humans
373,2021-01-09,vampire,66.0,castle,nightly disturbance,,night,blood,373,vampire,no,457.0,m,158.0,29.0,1.0,garlic,humans
1164,2021-06-03,ghost,33.0,castle,vandalism,,night,cloak,1164,ghost,no,1364.0,m,154.0,18.0,1.0,hazelnut,rats
7829,2019-11-13,vampire,98.0,village,nightly disturbance,brute force,night,blood,7829,vampire,no,483.0,f,157.0,26.0,4.0,silver,pesto pasta
6424,2021-05-12,werewolf,79.0,mountain,nightly disturbance,axe,night,teeth,6424,werewolf,yes,1.0,m,153.0,69.0,6.0,hazelnut,brain
5972,2020-07-20,skeleton,18.0,castle,vandalism,axe,dusk,cloak,5972,skeleton,no,419.0,f,196.0,28.0,4.0,garlic,brain
6573,2022-05-06,ghost,24.0,village,nightly disturbance,brute force,night,potions,6573,ghost,no,859.0,m,194.0,36.0,7.0,garlic,brain
7598,2022-06-24,ghost,1.0,village,nightly disturbance,knife,night,potions,7598,ghost,yes,2343.0,m,175.0,53.0,9.0,sunlight,lasagna
4202,2023-11-16,zombie,5.0,swamp,kidnapping,pistol,dusk,blood,4202,zombie,yes,123.0,m,172.0,13.0,6.0,pumpkin,pesto pasta
4331,2022-05-10,vampire,16.0,castle,nightly disturbance,axe,night,teeth,4331,vampire,no,505.0,f,165.0,53.0,6.0,garlic,humans
7852,2022-09-22,vampire,53.0,castle,assault,pistol,dusk,blood,7852,vampire,no,481.0,m,179.0,50.0,5.0,garlic,lasagna
6783,2024-01-06,vampire,64.0,castle,assault,,night,cloak,6783,vampire,yes,202.0,m,160.0,31.0,8.0,garlic,lasagna
177,2021-12-26,skeleton,27.0,mountain,arson,,day,cloak,177,skeleton,no,1434.0,f,188.0,31.0,8.0,silver,brain
1925,2022-12-02,zombie,68.0,forest,murder,,dusk,blood,1925,zombie,yes,58.0,m,163.0,6.0,4.0,sunlight,pesto pasta
1111,2022-05-16,skeleton,23.0,mountain,nightly disturbance,pistol,night,bones,1111,skeleton,no,877.0,m,164.0,41.0,9.0,cat hair,brain
8194,2022-12-16,skeleton,26.0,mountain,vandalism,axe,day,bones,8194,skeleton,no,1487.0,m,175.0,32.0,4.0,silver,humans
3443,2023-08-07,zombie,23.0,swamp,kidnapping,,dawn,blood,3443,zombie,no,112.0,f,179.0,6.0,1.0,garlic,humans
1554,2021-06-21,witch,14.0,village,arson,pistol,dusk,fur,1554,witch,no,599.0,m,180.0,25.0,3.0,garlic,brain
2320,2023-09-29,zombie,14.0,swamp,kidnapping,axe,night,potions,2320,zombie,no,129.0,f,156.0,8.0,4.0,garlic,humans
9392,2024-10-20,werewolf,73.0,mountain,assault,brute force,night,blood,9392,werewolf,yes,84.0,f,178.0,77.0,6.0,garlic,brain
1378,2022-04-14,zombie,80.0,swamp,assault,pistol,dawn,bones,1378,zombie,no,135.0,f,155.0,20.0,3.0,garlic,rats
7259,2020-12-20,vampire,37.0,village,assault,brute force,dusk,cloak,7259,vampire,yes,773.0,m,194.0,40.0,6.0,silver,humans
6694,2023-05-05,witch,36.0,village,arson,knife,day,teeth,6694,witch,no,479.0,f,167.0,11.0,1.0,garlic,rats
5314,2021-09-07,vampire,18.0,castle,nightly disturbance,,night,teeth,5314,vampire,yes,126.0,m,170.0,32.0,1.0,silver,brain
6885,2021-08-01,ghost,74.0,village,vandalism,knife,night,potions,6885,ghost,yes,2709.0,f,199.0,25.0,1.0,pumpkin,humans
9556,2023-07-20,skeleton,58.0,castle,arson,,day,bones,9556,skeleton,yes,520.0,m,165.0,12.0,2.0,silver,pesto pasta
688,2020-11-25,vampire,67.0,castle,nightly disturbance,brute force,night,blood,688,vampire,yes,528.0,f,151.0,36.0,6.0,garlic,pesto pasta
9407,2023-01-25,witch,7.0,mountain,kidnapping,,day,bones,9407,witch,yes,538.0,m,191.0,21.0,1.0,pumpkin,brain
9390,2024-05-29,ghost,52.0,forest,vandalism,,dusk,cloak,9390,ghost,no,262.0,m,150.0,78.0,1.0,hazelnut,pesto pasta
3701,2020-12-19,skeleton,71.0,mountain,assault,brute force,night,bones,3701,skeleton,yes,1683.0,m,158.0,18.0,3.0,garlic,brain
1678,2022-10-21,zombie,33.0,swamp,kidnapping,,night,teeth,1678,zombie,no,98.0,m,188.0,8.0,10.0,cat hair,brain
516,2020-05-06,vampire,89.0,village,assault,,dusk,cloak,516,vampire,no,369.0,f,163.0,36.0,6.0,garlic,pesto pasta
169,2020-09-07,skeleton,92.0,mountain,vandalism,knife,dusk,bones,169,skeleton,yes,1288.0,m,191.0,11.0,2.0,pumpkin,lasagna
5555,2019-11-24,vampire,7.0,castle,assault,,night,blood,5555,vampire,yes,688.0,m,180.0,41.0,6.0,sunlight,pesto pasta
8384,2022-04-06,witch,85.0,village,arson,knife,day,potions,8384,witch,yes,332.0,f,184.0,27.0,3.0,pumpkin,brain
1016,2024-10-28,zombie,42.0,mountain,kidnapping,knife,dusk,potions,1016,zombie,yes,49.0,f,156.0,21.0,1.0,cat hair,rats
9837,2021-04-12,zombie,87.0,swamp,murder,knife,dusk,blood,9837,zombie,yes,120.0,f,177.0,12.0,4.0,sunlight,rats
1936,2022-05-15,vampire,83.0,forest,assault,knife,dusk,cloak,1936,vampire,no,634.0,f,164.0,45.0,9.0,silver,brain
3530,2024-10-12,zombie,40.0,mountain,kidnapping,brute force,day,teeth,3530,zombie,yes,51.0,m,194.0,27.0,5.0,cat hair,pesto pasta
9730,2023-08-06,zombie,19.0,swamp,kidnapping,axe,dawn,fur,9730,zombie,no,75.0,f,151.0,15.0,5.0,garlic,rats
9848,2022-08-14,skeleton,98.0,castle,vandalism,knife,dawn,bones,9848,skeleton,yes,910.0,m,187.0,14.0,2.0,silver,rats
6510,2024-01-20,ghost,58.0,castle,vandalism,knife,dusk,cloak,6510,ghost,no,796.0,f,164.0,23.0,1.0,pumpkin,lasagna
5037,2022-09-15,zombie,39.0,forest,murder,,dusk,potions,5037,zombie,yes,119.0,m,167.0,22.0,5.0,cat hair,pesto pasta
2564,2021-10-30,zombie,73.0,swamp,kidnapping,knife,day,fur,2564,zombie,yes,122.0,f,185.0,21.0,5.0,cat hair,pesto pasta
1116,2020-07-03,werewolf,43.0,swamp,assault,brute force,day,bones,1116,werewolf,no,82.0,m,180.0,76.0,6.0,silver,pesto pasta
3914,2022-04-12,werewolf,58.0,village,assault,brute force,night,fur,3914,werewolf,no,103.0,f,173.0,92.0,7.0,silver,rats
7596,2023-12-20,skeleton,62.0,castle,assault,axe,day,bones,7596,skeleton,yes,400.0,m,191.0,24.0,10.0,silver,brain
1771,2023-07-02,vampire,91.0,castle,assault,brute force,dusk,blood,1771,vampire,yes,228.0,m,175.0,25.0,7.0,sunlight,pesto pasta
5364,2023-06-24,werewolf,67.0,mountain,assault,,night,fur,5364,werewolf,no,89.0,m,183.0,63.0,8.0,silver,rats
7367,2022-01-16,ghost,76.0,castle,nightly disturbance,,night,cloak,7367,ghost,no,1313.0,f,177.0,71.0,2.0,pumpkin,humans
2948,2021-12-24,werewolf,5.0,mountain,assault,knife,night,teeth,2948,werewolf,no,59.0,f,186.0,49.0,1.0,garlic,pesto pasta
9064,2022-10-01,vampire,28.0,mountain,murder,brute force,night,blood,9064,vampire,yes,452.0,m,165.0,49.0,6.0,sunlight,lasagna
5814,2019-12-21,werewolf,19.0,forest,nightly disturbance,,night,fur,5814,werewolf,yes,127.0,m,162.0,71.0,7.0,hazelnut,lasagna
154,2024-01-06,ghost,69.0,castle,vandalism,,dawn,cloak,154,ghost,yes,1963.0,f,179.0,67.0,2.0,sunlight,lasagna
7766,2022-07-01,vampire,61.0,castle,theft,axe,dusk,teeth,7766,vampire,yes,417.0,m,183.0,38.0,9.0,silver,brain
5739,2023-06-16,skeleton,17.0,mountain,vandalism,pistol,day,bones,5739,skeleton,no,493.0,m,162.0,27.0,7.0,silver,rats
3947,2021-03-17,werewolf,43.0,forest,assault,pistol,night,fur,3947,werewolf,yes,127.0,f,191.0,100.0,7.0,cat hair,rats
9226,2022-04-25,ghost,59.0,castle,nightly disturbance,knife,night,potions,9226,ghost,yes,1.0,m,155.0,25.0,2.0,pumpkin,rats
2580,2021-10-20,skeleton,53.0,castle,arson,,day,cloak,2580,skeleton,no,1083.0,m,158.0,15.0,8.0,pumpkin,humans
2804,2022-01-22,zombie,9.0,village,assault,axe,night,bones,2804,zombie,no,44.0,f,164.0,13.0,5.0,sunlight,brain
6160,2022-05-21,vampire,53.0,castle,nightly disturbance,pistol,night,cloak,6160,vampire,yes,829.0,f,164.0,56.0,8.0,silver,pesto pasta
3588,2023-08-20,werewolf,3.0,forest,assault,knife,dusk,fur,3588,werewolf,no,138.0,m,182.0,28.0,6.0,cat hair,pesto pasta
3761,2023-07-29,skeleton,39.0,castle,assault,axe,dawn,bones,3761,skeleton,yes,1105.0,m,180.0,10.0,5.0,pumpkin,lasagna
9968,2023-12-25,werewolf,62.0,mountain,vandalism,axe,night,bones,9968,werewolf,no,96.0,m,192.0,44.0,6.0,silver,humans
528,2020-09-24,skeleton,11.0,castle,vandalism,knife,day,bones,528,skeleton,no,842.0,f,187.0,63.0,2.0,hazelnut,rats
8110,2021-08-19,zombie,45.0,swamp,murder,axe,night,bones,8110,zombie,yes,133.0,f,173.0,12.0,5.0,sunlight,pesto pasta
4584,2023-10-10,witch,14.0,swamp,arson,knife,dusk,bones,4584,witch,no,367.0,f,180.0,22.0,3.0,silver,rats
6847,2021-06-16,vampire,23.0,mountain,assault,knife,dawn,blood,6847,vampire,no,191.0,f,188.0,29.0,4.0,garlic,humans
1842,2024-09-07,witch,40.0,mountain,arson,,dawn,cloak,1842,witch,yes,81.0,f,156.0,15.0,2.0,hazelnut,brain
4127,2022-11-16,vampire,42.0,castle,assault,,night,cloak,4127,vampire,no,223.0,m,156.0,38.0,4.0,sunlight,rats
6210,2021-04-17,werewolf,90.0,swamp,vandalism,knife,dusk,blood,6210,werewolf,no,59.0,m,176.0,100.0,1.0,silver,brain
